model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Corsair CMR16GX4M2C3466C16 8GB,DDR4,16900,8,SO-DIMM,Dual Channel
Corsair CMU32GX4M4C3400C16 8GB,DDR4,16900,8,Dual In-Line Memory Module (DIMM),x4
Kingston KF3600C18D4/32GX 32GB,DDR4,16850,32,UDIMM,x16
Corsair CMK64GX4M4B3466C16 16GB,DDR4,16800,16,DIMM,Dual Channel
G Skill Intl F4-3400C16-8GVK 8GB,DDR4,16700,8,DIMM,Dual Channel
Crucial Technology BL8G32C16U4B.M8FE1 8GB,DDR4,16600,8,SO-DIMM,x16
Wilk Elektronik S.A. IRP3600D4V64L17S/8G 8GB,DDR4,16600,8,SO-DIMM,"Unbuffered, Single Rank"
Kingston KHX2400C15S4/4G 4GB,DDR4,16500,4,SO-DIMM,x4
Golden Empire CL15-17-17 D4-2666 8GB,DDR4,16450,8,SO-DIMM,Dual Channel
Corsair CMW16GX4M1D3000C16 16GB,DDR4,16450,16,DIMM,Dual Inline Memory Module (DIMM)
Avant Technology W642GU42J2320NH 16GB,DDR4,16450,16,UDIMM,Single Rank x8
Corsair CMT32GX4M4C3000C15 8GB,DDR4,16400,8,SO-DIMM,Single Rank
Corsair CMW32GX4M4C3000C15 8GB,DDR4,16400,8,DIMM,x4
G Skill Intl F4-2400C16-16GFT 16GB,DDR4,16350,16,DIMM,Dual Channel
G Skill Intl F4-3200C16-8GTRG 8GB,DDR4,16350,8,DIMM,"Unbuffered, Single-sided"
Crucial Technology BL8G32C16U4RL.M8FE 8GB,DDR4,16300,8,SO-DIMM,Dual Channel
Corsair CMW32GX4M2C3200C16 16GB,DDR4,16300,16,DIMM,Dual Channel
Corsair CMK16GX4M2D3600C18 8GB,DDR4,16300,8,DIMM,Dual Channel
Corsair CMK32GX4M1A2666C16 32GB,DDR4,16200,32,DIMM,Dual Channel
Crucial Technology BL16G26C16U4W.16FE 16GB,DDR4,16200,16,SO-DIMM,PC4-1600
Patriot Memory (PDP Systems) PSD432G32002 32GB,DDR4,16200,32,SO-DIMM,Unbuffered
Corsair CMK16GX4M2Z3600C20 8GB,DDR4,16150,8,DIMM,XMP
Kingston CBD26D4U9D8ME-16 16GB,DDR4,16150,16,UDIMM,Single Rank x8
Corsair CMW64GX4M2D3600C18 32GB,DDR4,16150,32,DIMM,Dual Channel
Apacer Technology GD2.1831WS.002 16GB,DDR4,16100,16,UDIMM,Single Channel
Avant Technology J642GU42J9266N4 16GB,DDR4,16100,16,SO-DIMM,Single Rank
Transcend Information JM2666HSB-16G 16GB,DDR4,16050,16,DIMM,Single Rank
Corsair CMW64GX4M4C3200C16 16GB,DDR4,16000,16,DIMM,Dual Inline Memory Module
SpecTek Incorporated 16G2666CL19 16GB,DDR4,15800,16,SO-DIMM,Dual In-Line Memory Module
Mushkin MRA4S320GJJM16G 16GB,DDR4,15750,16,SO-DIMM,1Rx8
Crucial Technology BLS16G4D26BFSC.16FD 16GB,DDR4,15750,16,SO-DIMM,Dual Channel
Crucial Technology BLE16G4D32AEEA.K16FB 16GB,DDR4,15700,16,SO-DIMM,Single Channel
Kingston KF3200C20S4/16GX 16GB,DDR4,15700,16,SO-DIMM,Dual Channel
G Skill Intl F4-4266C19-8GTZKW 8GB,DDR4,15650,8,SO-DIMM,PC4-1600
Corsair CMK128GX4M4D3600C18 32GB,DDR4,15450,32,UDIM,4x8GB
Corsair CMK64GX4M4B3600C18 16GB,DDR4,15450,16,DIMM,Quad Channel
Kingston CBD32D4S2D8HD-16 16GB,DDR4,15200,16,DIMM,x2
Corsair CMT64GX4M8C3200C16 8GB,DDR4,15000,8,DIMM,Dual In-Line Memory Module
Corsair CMK64GX4M8X4000C19 8GB,DDR4,13650,8,DIMM,"Dual In-Line Memory Module (DIMM), Single Channel"
Corsair CMN16GX4M2Z3200C16 8GB,DDR4,17650,8,DIMM,Dual Channel
Lexar Co Limited LD4BU008G-H3200ULH 8GB,DDR4,17650,8,UDIMM,Single Rank x16
Corsair CMG16GX4M2E3200C16 8GB,DDR4,17400,8,DIMM,Dual Channel
Crucial Technology BL16G30C15U4B.16FE 16GB,DDR4,17350,16,SO-DIMM,Unbuffered Single-Rank
Corsair CMK32GX4M4E4133C19 8GB,DDR4,16900,8,DIMM,Dual Channel
G Skill Intl F4-3000C15-8GVS 8GB,DDR4,16800,8,SO-DIMM,Dual Channel
Crucial Technology BL16G32C16U4B.M8FB1 16GB,DDR4,16800,16,SO-DIMM,x32
Corsair CMR16GX4M2Z3200C16 8GB,DDR4,16700,8,Module,Dual Channel
G Skill Intl F4-3200C16-32GTRG 32GB,DDR4,16650,32,Dual Channel,16-18-18-38-2T
Corsair CMW16GX4M2C3200C16 8GB,DDR4,16600,8,DIMM,XMP
Crucial Technology BL8G30C15U4W.M8FE 8GB,DDR4,16550,8,SO-DIMM,Unbuffered
Golden Empire CL18-22-22 D4-3600 16GB,DDR4,16450,16,UDIMM,Dual Channel
Crucial Technology BLT16G4D30AETA.K16FB 16GB,DDR4,16300,16,SO-DIMM,Dual In-Line
Micron Technology 18ADF2G72AZ-2G3A1 16GB,DDR4,16250,16,UDIMM,Single-Rank
Crucial Technology BL8G32C16U4R.M8FE1 8GB,DDR4,16250,8,SO-DIMM,2x4GB
Kingston 9905744-066.A00G 32GB,DDR4,16250,32,UDIMM,1Rx8
Essencore Limited KD48GS88C-32N2200 8GB,DDR4,16200,8,SO-DIMM (based on the model number and typical usage of this form factor for laptops),Dual Channel
G Skill Intl F4-3000C16-16GRS 16GB,DDR4,16200,16,SO-DIMM,Dual Channel
Silicon Power Computer & Communications SP016GXLZU320BSB 16GB,DDR4,16150,16,SO-DIMM,Dual Channel
Kingston 9905700-046.A00G 16GB,DDR4,16100,16,UDIMM,Single Rank
Corsair CM4B16G2L2666A18K2 16GB,DDR4,16050,16,DIMM,Dual-Channel
Samsung M471A2K43BB1-CTD 16GB,DDR4,15850,16,SO-DIMM,Dual Channel
Corsair CMW128GX4M4D3600C18 32GB,DDR4,15600,32,UDIM,x16
Corsair CMW64GX4M4C3000C15 16GB,DDR4,15500,16,DIMM,Quad Channel
 Crucial Technology CT32G4SFD832A.M16FF 32GB,DDR4,15500,32,SO-DIMM,"Single Rank, x8"
Avant Technology J644GU44J1293NF 32GB,DDR4,14500,32,SO-DIMM,Unbuffered
Corsair CM4S16GL3200K18K2 16GB,DDR4,17700,16,SO-DIMM,Dual Channel
G Skill Intl F4-3600C19-8GSXF 8GB,DDR4,17450,8,SO-DIMM,Dual Channel
Essencore Limited KD48GU880-32A160U 8GB,DDR4,17350,8,SO-DIMM,Dual Channel
Corsair CMK32GX4M4B3733C17 8GB,DDR4,17200,8,DIMM,Dual Channel
Kingston KF3200C16D4/8GX 8GB,DDR4,17100,8,DIMM,PC4-1700
Avant Technology W642GU44J2320NC 16GB,DDR4,17050,16,SO-DIMM,Dual Channel
Corsair CMK8GX4M2B3733C17 4GB,DDR4,17000,4,DIMM,Dual Channel
Crucial Technology CT8G4DFRA32A.M8FR 8GB,DDR4,16950,8,SO-DIMM,Single-Rank x16
Corsair CMW32GX4M4C3466C16 8GB,DDR4,16850,8,DIMM,Dual Channel
Avexir Technologies Corporation DDR4-3200 CL16 4GB 4GB,DDR4,16750,4,SO-DIMM,Dual Channel
G Skill Intl F4-3000C16-8GSXFB 8GB,DDR4,16700,8,SO-DIMM,Unbuffered
Corsair CMR16GX4M2C3600C18 8GB,DDR4,16700,8,DIMM,x4
Corsair CMK32GX4M4K3600C16 8GB,DDR4,16700,8,DIMM,Dual Channel
Crucial Technology BL8G30C15U4B.8FE 8GB,DDR4,16700,8,SO-DIMM,Unbuffered
Corsair CMW128GX4M4D3000C16 32GB,DDR4,16700,32,DIMM,Dual Channel
Corsair CM4X8GD3200C16K4 8GB,DDR4,16650,8,UDIMM,Single-Channel
Crucial Technology BL16G32C16U4W.M8FB1 16GB,DDR4,16650,16,UDIMM,2x8GB
UMAX Technology D4-3200-16G-1024X8-L 16GB,DDR4,16600,16,DIMM,Single Rank
Crucial Technology BLS8G4D30AESCK.M8FE 8GB,DDR4,16550,8,SO-DIMM,PC4-1700
G Skill Intl F4-3000C15-8GTZ 8GB,DDR4,16550,8,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-8GTZKW 8GB,DDR4,16550,8,SO-DIMM,x1
G Skill Intl F4-3200C15-16GTZ 16GB,DDR4,16450,16,SO-DIMM,Dual Channel
Corsair CM4X16GC3000C15K4 16GB,DDR4,16400,16,UDIMM,"Unbuffered, Single Rank"
G Skill Intl F4-3200C16-8GTZR 8GB,DDR4,16400,8,SO-DIMM,Dual Channel
G Skill Intl F4-4133C19-8GTZR 8GB,DDR4,16400,8,DIMM,Dual Channel
Essencore Limited KD4AGU88C-26N1900 16GB,DDR4,16400,16,SO-DIMM,
AMD R7416G2400U2S 16GB,DDR4,16350,16,SO-DIMM,Dual Channel
G Skill Intl F4-3866C18-8GTZR 8GB,DDR4,16300,8,SO-DIMM,Unbuffered
Crucial Technology BL8G32C16U4WL.M8FE 8GB,DDR4,16300,8,UDIMM (Unbuffered Dual In-Line Memory Module),PC4-1600
G Skill Intl F4-3200C15-8GTZSW 8GB,DDR4,16300,8,DIMM,Dual Channel
G Skill Intl F4-3200C16-16GTRS 16GB,DDR4,16300,16,UDIM,Dual Channel
Corsair CM4B16G7L2666A16K2-O 16GB,DDR4,16250,16,SO-DIMM,UDIMM
Corsair CMK32GX4M2B3200C16 16GB,DDR4,16250,16,DIMM,Dual Channel
Silicon Power Computer & Communications SP008GXLZU320BSA 8GB,DDR4,16200,8,SODIMM,"Single-Rank, Low-Voltage"
Crucial Technology BLS4G4D26BFSB.8FE 4GB,DDR4,16150,4,SO-DIMM,"Unbuffered, Single Rank"
G Skill Intl F4-3466C16-16GTZSW 16GB,DDR4,16150,16,SO-DIMM,Dual Channel
Micron Technology 16ATF2G64AZ-2G6H1 16GB,DDR4,16150,16,SO-DIMM,Dual In-Line Memory Module (DIMM)
Hynix Semiconductor (Hyundai Electronics) HMA82GU6JJR8N-VK 16GB,DDR4,16050,16,SO-DIMM,
G Skill Intl F4-3200C16-16GVR 16GB,DDR4,16000,16,SO-DIMM,Dual Channel
Gold Key Technology Co Ltd NMUD480E84-3000D 8GB,DDR4,15950,8,UDIMM,Single Rank
Crucial Technology BL8G32C16U4WL.8FE 8GB,DDR4,15900,8,SO-DIMM,Single Channel
Corsair CM4X16GC3200C16K4 16GB,DDR4,15900,16,UDIMM,Dual In-Line Memory Module
Crucial Technology BL16G32C16S4B.M16FE1 16GB,DDR4,15850,16,SO-DIMM,"Single Rank, x8"
Corsair CMWX16GC3600C18W2D 16GB,DDR4,15800,16,UDIM,PC4-1600
Crucial Technology CT8G4DFS832A.M8FJ 8GB,DDR4,15750,8,SO-DIMM,PC4-1600
Transcend Information JM3200HLE-32GK 16GB,DDR4,15750,16,SO-DIMM,Dual In-Line
Mushkin MRA4S266GHHF32G 32GB,DDR4,15750,32,SO-DIMM,Dual Channel
Chun Well Technology Holding Limited CL22-22-22 D4-3200 16GB,DDR4,15650,16,SO-DIMM,Dual Channel
G Skill Intl F4-3200C22-32GRS 32GB,DDR4,15450,32,DIMM,Dual Channel
A-DATA Technology AO1P26KCST2-BWWS 16GB,DDR4,15100,16,SO-DIMM,Single-Rank x8
Corsair CMW32GX4M4Z2933C16 8GB,DDR4,15000,8,SO-DIMM,x4
Corsair CM4X16GC3600C18K2D 16GB,DDR4,14950,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFD832A.M16FRS 16GB,DDR4,14850,16,SO-DIMM,Dual Channel
Corsair CMK64GX4M4C3000C15 16GB,DDR4,14650,16,DIMM,Dual Channel
Corsair CMW64GX4M8C3200C16 8GB,DDR4,13700,8,DIMM,XMP
G Skill Intl F4-3200C14-32GTRG 32GB,DDR4,13400,32,UDIM,Dual Channel
Mushkin MR[ABC]4U320GJJM8G 8GB,DDR4,17800,8,UDIMM,Single Rank
Chun Well Technology Holding Limited D4U0832160B 8GB,DDR4,17400,8,SODIMM,Synchronous
Mushkin MR[ABC]4U360JNNM8G 8GB,DDR4,17150,8,DIMM,Unbuffered
G Skill Intl F4-2933C16-16GFX 16GB,DDR4,17100,16,DIMM,UDIMM
Wilk Elektronik S.A. GX2426D464S/8GSBS2 8GB,DDR4,16950,8,SO-DIMM,Unbuffered
Kingston HP37D4U1S8ME-16X 16GB,DDR4,16900,16,UDIMM,SDRAM
V-Color Technology Inc. TL48G32S8KSRGB16 8GB,DDR4,16850,8,DIMM,Single-Rank x16
Micron Technology 8ATF1G64AZ-2G6B1 8GB,DDR4,16800,8,SO-DIMM,Dual In-Line
Corsair CMK32GX4M4B3200C14 8GB,DDR4,16750,8,SO-DIMM,Dual Channel
G Skill Intl F4-3200C15-8GVK 8GB,DDR4,16750,8,Dual In-Line Memory Module (DIMM),"Unbuffered, Single Sided"
Corsair CMK16GX4M2L3000C15 8GB,DDR4,16650,8,DIMM,Dual Channel
G Skill Intl F4-3200C16-8GVGB 8GB,DDR4,16650,8,SO-DIMM,Dual Channel
Wilk Elektronik S.A. GR3200D464L22S/16G 16GB,DDR4,16650,16,SO-DIMM,Single Rank x8
Corsair CM4X8GD3000C15K4 8GB,DDR4,16600,8,DIMM,Single
Crucial Technology CT8G4DFRA32A.C8FP 8GB,DDR4,16550,8,SO-DIMM,Single Rank
G Skill Intl F4-3200C16-8GVKB 8GB,DDR4,16550,8,SO-DIMM,Unbuffered
Kingston 9905702-150.A00G 8GB,DDR4,16500,8,SO-DIMM,x16
Kingston KHX3200C16D4/8GX 8GB,DDR4,16450,8,SO-DIMM,PC4-1666
Corsair CMK16GX4M2B3200C16 8GB,DDR4,16450,8,DIMM,UDIMM
Kingston KHX3200C16D4/16GX 16GB,DDR4,16350,16,SO-DIMM,2x8GB
G Skill Intl F4-3200C16-8GTRS 8GB,DDR4,16350,8,DIMM,Dual Channel
Crucial Technology BL16G36C16U4R.M8FB1 16GB,DDR4,16250,16,SO-DIMM,Dual Channel
Transcend Information TS2GLH64V6B 16GB,DDR4,16200,16,SO-DIMM (Common form factor for laptop RAM),"Single Rank, x8 (Common configuration for DDR4 RAM)"
V-Color Technology Inc. TD8G16C16-UHK 8GB,DDR4,16200,8,SO-DIMM,Dual Channel
Crucial Technology BL8G30C15U4B.M8FE1 8GB,DDR4,16200,8,SO-DIMM,Single Channel
Crucial Technology BLS8G4D30AESEK.M8FE1 8GB,DDR4,16150,8,SO-DIMM,Dual In-Line
Kingston XVTW4H-MIE 32GB,DDR4,16150,32,DIMM (Dual In-Line Memory Module),UDIMM (Unbuffered Single-Rank)
G Skill Intl F4-3600C17-8GTZKW 8GB,DDR4,16100,8,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-32GVK 32GB,DDR4,16050,32,Dual Inline Memory Module (DIMM),Dual Channel
Avant Technology W642GU42J9266N8 16GB,DDR4,16000,16,SO-DIMM,Single Rank
Corsair CMD32GX4M4B3333C16 8GB,DDR4,16000,8,DIMM,Dual In-Line Memory Module (DIMM) � 2
Corsair CMD32GX4M4C3200C16-R 8GB,DDR4,16000,8,DIMM,Dual Channel
OM Nanotech Pvt.Ltd V1D4S816GB2G82G83200 16GB,DDR4,15950,16,SO-DIMM,Dual Channel
Corsair CMW16GX4M2Z2933C16 8GB,DDR4,15950,8,SO-DIMM,Dual Channel
Samsung M378A1K43EB2-CVF 8GB,DDR4,15950,8,DIMM,x16
Corsair CMK16GX4M2Z2933C16 8GB,DDR4,15950,8,DIMM,PC4-1600
Corsair CMW64GX4M4Z2933C16 16GB,DDR4,15950,16,DIMM,"PC4-1600, C16"
Crucial Technology BL8G30C15U4R.M8FE1 8GB,DDR4,15950,8,SO-DIMM,PC4-1600
Mushkin MRA4S320NNNF8G 8GB,DDR4,15950,8,SO-DIMM,Single Rank
Mushkin MR[A/B]4U300JJJM16G 16GB,DDR4,15900,16,UDIMM,Dual Channel
Corsair CMT16GX4M2Z3200C16 8GB,DDR4,15900,8,SO-DIMM,Unbuffered Single Rank
Chun Well Technology Holding Limited CL18-22-22 D4-3600 16GB,DDR4,15900,16,UDIMM,x16
Hypertec G2RT-4AFT00 16GB,DDR4,15800,16,SO-DIMM,Dual Channel
Wilk Elektronik S.A. W-MEM2666S416G 16GB,DDR4,15700,16,SO-DIMM,Dual Channel
Boya Microelectronics Inc. AM52SE24G64AP-SQ 32GB,DDR4,15700,32,SO-DIMM,"Single Rank, x8"
Lenovo LMKU8G68AHFHD-32A 8GB,DDR4,15700,8,SO-DIMM,Single-Rank
Silicon Power Computer & Communications SP016GBSFU266B02 16GB,DDR4,15650,16,SO-DIMM,"Single Rank, x8"
Corsair CMW64GX4M2E3200C16 32GB,DDR4,15600,32,Quad Inline (QXL),Dual Channel
SK Hynix HMA82GS7CJR8N-VK 16GB,DDR4,15400,16,SO-DIMM,UDIMM
Crucial Technology BL16G32C16S4B.16FE 16GB,DDR4,15400,16,SO-DIMM,Unbuffered
Avant Technology J644GU44J9266NQ 32GB,DDR4,15350,32,UDIMM (Unbuffered Dual In-Line Memory Module),Single Rank
Gold Key Technology Co Ltd NMSO432F82-3200E 32GB,DDR4,15150,32,SO-DIMM,Dual Channel
G Skill Intl F4-4000C17-16GTRSB 16GB,DDR4,14600,16,SO-DIMM,Dual Channel
Crucial Technology BL8G32C16U4B.8FE 8GB,DDR4,16800,8,SODIMM,Single-Channel
G Skill Intl F4-3733C17-4GVK 4GB,DDR4,16700,4,DIMM,x16
G Skill Intl F4-3466C16-8GVK 8GB,DDR4,16700,8,DIMM,Dual Channel
Gold Key Technology Co Ltd NMUD480E82-3200D 8GB,DDR4,16700,8,SO-DIMM,x16
G Skill Intl F4-3200C16-4GRB 4GB,DDR4,16500,4,DIMM,Single
Crucial Technology BLS8G4D30AESBK.M8FE 8GB,DDR4,16500,8,SO-DIMM,PC4-2133
Corsair CMD32GX4M4B3200C16 8GB,DDR4,16500,8,DIMM,Dual Channel
Corsair CMWX8GF2933Z19W8 8GB,DDR4,16500,8,DIMM,Single Rank
G Skill Intl F4-3000C15-8GTZR 8GB,DDR4,16450,8,DIMM,Dual Channel
Apacer Technology 78.C1GS7.AUC0B 8GB,DDR4,16400,8,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFD8266.M16FH 16GB,DDR4,16400,16,SO-DIMM,Single Rank
Mushkin MR[A/B]280HHHH16G 16GB,DDR4,16400,16,UDIMM,x8
ADVAN Inc AM42E28UD04T-NVL 4GB,DDR4,16300,4,SO-DIMM,"Unbuffered, Single-Rank"
Corsair CMD8GX4M2B3600C18 4GB,DDR4,16250,4,DIMM,Dual Channel
Corsair CMK32GX4M2D3200C16 16GB,DDR4,16200,16,DIMM,Dual Channel
Corsair CMW16GX4M2E3200C16 8GB,DDR4,16150,8,SO-DIMM,4x2GB
Kingston KHX3333C16D4/16GX 16GB,DDR4,16150,16,Dual In-Line Memory Module (DIMM),"PC4-16200U, C16"
Kingston ACR32D4U2S8HD-8X 8GB,DDR4,16150,8,UDIMM,PC4-3200
Corsair CMW32GX4M2C3000C15 16GB,DDR4,16100,16,DIMM,x4
Crucial Technology CT16G4DFD832A.C16FP 16GB,DDR4,16100,16,SO-DIMM,Single Rank x8
Apacer Technology 78.DAGRL.4050C 16GB,DDR4,16050,16,UDIMM,x16
Apacer Technology 78.D1GS7.B7B0B 16GB,DDR4,16000,16,SO-DIMM,Unbuffered Single-Sided
Chun Well Technology Holding Limited CL16-18-18 D4-3200 16GB,DDR4,16000,16,SO-DIMM,Single Rank
Crucial Technology BLS8G4D32AESTK.M8FE 8GB,DDR4,15900,8,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-8GTZSK 8GB,DDR4,15900,8,SO-DIMM,PC4-1600
Crucial Technology BL8G32C16S4B.M8FE 8GB,DDR4,15800,8,SODIMM,x32
Corsair CM4B8G1J3000K16W4 8GB,DDR4,15700,8,DIMM,X16
G Skill Intl F4-3600C17-8GTRS 8GB,DDR4,15650,8,SO-DIMM,Dual Channel
Corsair CMK32GX4M4B3600C18 8GB,DDR4,15600,8,SO-DIMM,Dual Channel
Corsair CMD16GX4M4B3200C16-R 4GB,DDR4,15550,4,DIMM,Single x8
Corsair CMK32GX4M4Z3200C16 8GB,DDR4,15500,8,Dual In-Line Memory Module (DIMM),Unbuffered
Kingston 9905700-072.A01G 16GB,DDR4,15500,16,SO-DIMM,Dual Channel
Corsair CMR32GX4M4C3600C18 8GB,DDR4,15450,8,UDIM,x16
Kingston KTP9W1-MID 16GB,DDR4,15450,16,SO-DIMM,x8
Transcend Information TS2GSH64V6B 16GB,DDR4,15400,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFRA266.M16FR 16GB,DDR4,15300,16,SO-DIMM,Single Rank
Crucial Technology CT16G4DFD832A.M16FJ 16GB,DDR4,15250,16,SO-DIMM,Dual Channel
Terabyte Co Ltd RCX2-16G3600A 8GB,DDR4,13800,8,SO-DIMM,Single Channel
Corsair CMW256GX4M8E3200C16 32GB,DDR4,13300,32,DIMM,Quad Channel
ATP Electronics Inc. X4C16QE8BNRCME-E-LI1 16GB,DDR4,17850,16,SO-DIMM,Unbuffered Single-Sided
Kingston KF3200C16D4/16GX 16GB,DDR4,17000,16,DIMM,UDIMM
G Skill Intl F4-3866C18-4GTZ 4GB,DDR4,16700,4,SO-DIMM,Dual Channel
AMD R7S44G2606U1S 4GB,DDR4,16600,4,SO-DIMM,Dual Channel
Crucial Technology BLS4G4D26BFSC.8FE 4GB,DDR4,16550,4,SO-DIMM,Single-Channel
Wilk Elektronik S.A. IRP3600D4V64L17/16G 16GB,DDR4,16550,16,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-16GTZKO 16GB,DDR4,16500,16,SO-DIMM,Single Rank
Golden Empire CL16-16-16 D4-3200 4GB,DDR4,16450,4,SO-DIMM,Unbuffered
Crucial Technology BLT4G4D30AETA.K8FE 4GB,DDR4,16400,4,SO-DIMM,Dual Channel
Corsair CMK32GX4M2L3000C15 16GB,DDR4,16400,16,Dual In-Line (DIMM),XMP Enabled
Apacer Technology 78.CAGPW.40C0B 8GB,DDR4,16350,8,SO-DIMM,Dual Channel
Hoodisk Electronics Co Ltd GKE800UD102408-2666 8GB,DDR4,16350,8,UDIMM,x8
Crucial Technology BLS8G4D26BFSC.16FD2 8GB,DDR4,16350,8,SO-DIMM,1Rx8
G Skill Intl F4-3200C16-16GTZKW 16GB,DDR4,16350,16,SO-DIMM,Dual Channel
Team Group Inc. TEAMGROUP-UD4-3200 8GB,DDR4,16350,8,SO-DIMM,Dual Channel
Corsair CMK32GX4M2E3200C16 16GB,DDR4,16350,16,DIMM,Dual Channel
Corsair CM4X8GE3000C15K4 8GB,DDR4,16300,8,SO-DIMM,Single Rank
A-DATA Technology DDR4 3200 8GB,DDR4,16300,8,SO-DIMM,Single Rank
G Skill Intl F4-3200C16-16GTZSW 16GB,DDR4,16250,16,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-16GFX 16GB,DDR4,16200,16,DIMM,Dual Channel
Patriot Memory (PDP Systems) 3200 C16 Series 8GB,DDR4,16200,8,SO-DIMM,Dual Inline
Crucial Technology CT16G4SFD8266.C8FBD1 16GB,DDR4,16150,16,SO-DIMM,Single-Rank
G Skill Intl F4-3200C14-16GTZN 16GB,DDR4,16150,16,SO-DIMM,x4
G Skill Intl F4-3200C16-16GVK 16GB,DDR4,16150,16,SO-DIMM,Dual Channel
Patriot Memory (PDP Systems) PSD416G32002 16GB,DDR4,16150,16,UDIMM (Unbuffered Dual In-Line Memory Module),PC4-1600
Panram International Corporation W4N2666PS-8G 8GB,DDR4,16100,8,SO-DIMM,Single Rank x8
Kingston KF2666C13D4/8GX 8GB,DDR4,16050,8,SO-DIMM,PC4-1600
Corsair CMK16GX4M2D3200C16 8GB,DDR4,16050,8,DIMM,Dual Channel
Kingston KHX3466C17D4/16GX 16GB,DDR4,16050,16,SO-DIMM,"Unbuffered, Dual In-Line"
G Skill Intl F4-3200C16-16GTZN 16GB,DDR4,16050,16,SO-DIMM,Dual Channel
Corsair CMK64GX4M4B3200C16 16GB,DDR4,16000,16,DIMM,Dual Channel
G Skill Intl F4-3200C16-8GRS 8GB,DDR4,15850,8,DIMM,Dual In-Line Memory Module
Crucial Technology CT8G4SFD824AC16FBD1 8GB,DDR4,15800,8,DIMM,SDRAM
Gold Key Technology Co Ltd NMSO480E82-3200E 8GB,DDR4,15750,8,SO-DIMM,Dual Channel
Kingston XG9XKG-MIE 16GB,DDR4,15750,16,UDIM,Dual Channel
Corsair CMT16GX4M2C3466C16 8GB,DDR4,15700,8,SO-DIMM,Dual Channel
Kingston 9905701-017.A00G 16GB,DDR4,15650,16,DIMM,Dual In-Line Memory Module
Micron Technology 16ATF2G64AZ-3G2J1 16GB,DDR4,15550,16,SO-DIMM,Dual Channel
Apacer Technology 78.D2GG7.AU30B 16GB,DDR4,15550,16,SO-DIMM,Dual In-Line
Crucial Technology BL32G32C16U4WL.M16FB 32GB,DDR4,15550,32,UDIM,x16
Kingston 9965669-032.A00G 16GB,DDR4,15500,16,SO-DIMM,UDIMM
Corsair CMK32GX4M4B3200C16 8GB,DDR4,15450,8,DIMM,"Single Rank, x16"
Crucial Technology CT16G4SFD832A.C16FP 16GB,DDR4,15450,16,SO-DIMM,Single Rank
Apacer Technology D22.23263S.002 16GB,DDR4,15400,16,SO-DIMM,Single Rank x8
G Skill Intl F4-3200C18-16GRS 16GB,DDR4,15250,16,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFRA266.C8FP 8GB,DDR4,15150,8,SO-DIMM,Unbuffered
Crucial Technology BL16G26C16U4B.16FE 16GB,DDR4,15050,16,SO-DIMM,Dual Channel
OM Nanotech Pvt.Ltd V1D4SF32GB2G82G83200 32GB,DDR4,14750,32,SODIMM,x4
Samsung M471A4G43BB1-CWE 32GB,DDR4,14600,32,UDIMM,1Rx8
Kingston 9932301-P01.A00G 4GB,DDR4,17050,4,SO-DIMM,Dual Channel
Corsair CM4X8GD3200C16K2E 8GB,DDR4,16900,8,DIMM,XMP (Extreme Memory Profile)
Crucial Technology CT16G4DFRA32A.C8FB 16GB,DDR4,16750,16,SO-DIMM,Single-Channel
G Skill Intl F4-3333C16-16GTZR 16GB,DDR4,16600,16,SO-DIMM,Dual Channel
Shanghai Kuxin Microelectronics Ltd NMUD480E82-3000 8GB,DDR4,16450,8,SO-DIMM,Dual In-Line
Corsair CMD8GX4M2B3000C15 4GB,DDR4,16350,4,DIMM,x2
G Skill Intl F4-3200C16-16GSXFB 16GB,DDR4,16350,16,DIMM,Dual Channel
G Skill Intl F4-3200C14-16GTZKY 16GB,DDR4,16300,16,DIMM,Dual Channel
Corsair CMK16GX4M2B3333C16 8GB,DDR4,16300,8,DIMM,Unbuffered Single Rank
Corsair CMD32GX4M2B3000C15 16GB,DDR4,16300,16,DIMM,Dual Channel
Corsair CM4X8GF2666Z16K4 8GB,DDR4,16250,8,SO-DIMM,
G Skill Intl F4-3200C16-8GIS 8GB,DDR4,16250,8,SO-DIMM,x8 dual-channel
Corsair CMK16GX4M2A2666C18 8GB,DDR4,16200,8,DIMM,Dual Channel
Crucial Technology BLS8G4D26BFSB.16FD2 8GB,DDR4,16200,8,SO-DIMM,
Golden Empire CL16-18-18 D4-3200 8GB,DDR4,16200,8,SO-DIMM,Dual Channel
Patriot Memory (PDP Systems) 3000 C15 Series 8GB,DDR4,16200,8,SO-DIMM,1Rx16
G Skill Intl F4-3200C16-16GIS 16GB,DDR4,16200,16,DIMM,Dual Channel
G Skill Intl F4-3200C16-16GTZ 16GB,DDR4,16150,16,DIMM,Dual Channel
G Skill Intl F4-3000C15-8GTZB 8GB,DDR4,16150,8,SO-DIMM,Dual Channel
